stamp,lat,lon,alt,cov_x,cov_y,cov_z,status,service,rtk_mode,source
1621218816.000000,22.3006001667,114.1790695000,20.1000,27.562500,27.562500,70.560000,0,15,single,ublox_m8t_gej
1621218817.000000,22.3005865000,114.1790706667,20.8000,88.360000,88.360000,226.201600,0,15,single,ublox_m8t_gej
1621218818.000000,22.3005721667,114.1790721667,21.6000,152.522500,152.522500,390.457600,0,15,single,ublox_m8t_gej
1621218819.000000,22.3005576667,114.1790733333,22.6000,44.222500,44.222500,113.209600,0,15,single,ublox_m8t_gej
1621218820.000000,22.3005416667,114.1790775000,23.8000,26.522500,26.522500,67.897600,0,15,single,ublox_m8t_gej
1621218821.000000,22.3005231667,114.1790851667,24.9000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218822.000000,22.3005078333,114.1790893333,25.5000,34.222500,34.222500,87.609600,0,15,single,ublox_m8t_gej
1621218823.000000,22.3004935000,114.1790911667,26.3000,78.322500,78.322500,200.505600,0,15,single,ublox_m8t_gej
1621218824.000000,22.3004793333,114.1790925000,27.1000,78.322500,78.322500,200.505600,0,15,single,ublox_m8t_gej
1621218825.000000,22.3004661667,114.1790936667,27.9000,61.622500,61.622500,157.753600,0,15,single,ublox_m8t_gej
1621218826.000000,22.3004533333,114.1790938333,28.8000,57.760000,57.760000,147.865600,0,15,single,ublox_m8t_gej
1621218827.000000,22.3004390000,114.1790968333,29.7000,28.090000,28.090000,71.910400,0,15,single,ublox_m8t_gej
1621218828.000000,22.3004246667,114.1790978333,30.5000,39.690000,39.690000,101.606400,0,15,single,ublox_m8t_gej
1621218829.000000,22.3004085000,114.1791033333,31.0000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218830.000000,22.3003953333,114.1791043333,31.6000,349.690000,349.690000,895.206400,0,15,single,ublox_m8t_gej
1621218831.000000,22.3003803333,114.1791075000,32.2000,33.062500,33.062500,84.640000,0,15,single,ublox_m8t_gej
1621218832.000000,22.3003663333,114.1791093333,32.7000,368.640000,368.640000,943.718400,0,15,single,ublox_m8t_gej
1621218833.000000,22.3003508333,114.1791133333,33.2000,105.062500,105.062500,268.960000,0,15,single,ublox_m8t_gej
1621218834.000000,22.3003348333,114.1791180000,34.1000,33.640000,33.640000,86.118400,0,15,single,ublox_m8t_gej
1621218835.000000,22.3003140000,114.1791275000,34.2000,37.210000,37.210000,95.257600,0,15,single,ublox_m8t_gej
1621218836.000000,22.3002855000,114.1791473333,33.8000,34.810000,34.810000,89.113600,0,15,single,ublox_m8t_gej
1621218837.000000,22.3002600000,114.1791618333,33.7000,31.360000,31.360000,80.281600,0,15,single,ublox_m8t_gej
1621218838.000000,22.3002380000,114.1791733333,33.8000,33.640000,33.640000,86.118400,0,15,single,ublox_m8t_gej
1621218839.000000,22.3002161667,114.1791841667,33.9000,27.040000,27.040000,69.222400,0,15,single,ublox_m8t_gej
1621218840.000000,22.3001976667,114.1791953333,34.2000,33.640000,33.640000,86.118400,0,15,single,ublox_m8t_gej
1621218841.000000,22.3001813333,114.1792016667,34.8000,49.000000,49.000000,125.440000,0,15,single,ublox_m8t_gej
1621218842.000000,22.3001663333,114.1792031667,35.7000,102.010000,102.010000,261.145600,0,15,single,ublox_m8t_gej
1621218843.000000,22.3001518333,114.1792076667,36.2000,39.062500,39.062500,100.000000,0,15,single,ublox_m8t_gej
1621218844.000000,22.3001368333,114.1792123333,37.1000,34.222500,34.222500,87.609600,0,15,single,ublox_m8t_gej
1621218845.000000,22.3001228333,114.1792140000,37.9000,117.722500,117.722500,301.369600,0,15,single,ublox_m8t_gej
1621218846.000000,22.3001081667,114.1792180000,38.9000,29.702500,29.702500,76.038400,0,15,single,ublox_m8t_gej
1621218847.000000,22.3000951667,114.1792185000,40.2000,36.000000,36.000000,92.160000,0,15,single,ublox_m8t_gej
1621218848.000000,22.3000798333,114.1792251667,40.4000,105.062500,105.062500,268.960000,0,15,single,ublox_m8t_gej
1621218849.000000,22.3000643333,114.1792308333,41.0000,26.522500,26.522500,67.897600,0,15,single,ublox_m8t_gej
1621218850.000000,22.3000516667,114.1792318333,42.5000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218851.000000,22.3000381667,114.1792355000,43.6000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218852.000000,22.3000215000,114.1792466667,44.1000,81.000000,81.000000,207.360000,0,15,single,ublox_m8t_gej
1621218853.000000,22.3000050000,114.1792568333,44.5000,25.502500,25.502500,65.286400,0,15,single,ublox_m8t_gej
1621218854.000000,22.2999891667,114.1792621667,45.1000,27.040000,27.040000,69.222400,0,15,single,ublox_m8t_gej
1621218855.000000,22.2999718333,114.1792706667,45.7000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218856.000000,22.2999511667,114.1792851667,46.3000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218857.000000,22.2999351667,114.1792960000,46.0000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218858.000000,22.2999195000,114.1793075000,45.5000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218859.000000,22.2999046667,114.1793188333,46.7000,37.822500,37.822500,96.825600,0,15,single,ublox_m8t_gej
1621218860.000000,22.2998911667,114.1793180000,47.3000,39.690000,39.690000,101.606400,0,15,single,ublox_m8t_gej
1621218861.000000,22.2998776667,114.1793201667,47.8000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218862.000000,22.2998643333,114.1793235000,48.5000,25.502500,25.502500,65.286400,0,15,single,ublox_m8t_gej
1621218863.000000,22.2998511667,114.1793266667,49.3000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218864.000000,22.2998383333,114.1793298333,50.2000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218865.000000,22.2998250000,114.1793320000,50.9000,28.090000,28.090000,71.910400,0,15,single,ublox_m8t_gej
1621218866.000000,22.2998106667,114.1793326667,51.7000,28.622500,28.622500,73.273600,0,15,single,ublox_m8t_gej
1621218867.000000,22.2997961667,114.1793323333,52.7000,28.622500,28.622500,73.273600,0,15,single,ublox_m8t_gej
1621218868.000000,22.2997780000,114.1793288333,54.8000,28.090000,28.090000,71.910400,0,15,single,ublox_m8t_gej
1621218869.000000,22.2997638333,114.1793271667,56.3000,60.062500,60.062500,153.760000,0,15,single,ublox_m8t_gej
1621218870.000000,22.2997485000,114.1793210000,58.2000,39.690000,39.690000,101.606400,0,15,single,ublox_m8t_gej
1621218871.000000,22.2997336667,114.1793151667,60.4000,36.602500,36.602500,93.702400,0,15,single,ublox_m8t_gej
1621218872.000000,22.2997180000,114.1793135000,61.8000,36.602500,36.602500,93.702400,0,15,single,ublox_m8t_gej
1621218873.000000,22.2997040000,114.1793123333,62.7000,58.522500,58.522500,149.817600,0,15,single,ublox_m8t_gej
1621218874.000000,22.2996873333,114.1793033333,65.6000,30.802500,30.802500,78.854400,0,15,single,ublox_m8t_gej
1621218875.000000,22.2996666667,114.1792981667,66.1000,40.322500,40.322500,103.225600,0,15,single,ublox_m8t_gej
1621218876.000000,22.2996350000,114.1792610000,65.6000,57.002500,57.002500,145.926400,0,15,single,ublox_m8t_gej
1621218877.000000,22.2996005000,114.1792635000,67.0000,104.040000,104.040000,266.342400,0,15,single,ublox_m8t_gej
1621218878.000000,22.2995661667,114.1792611667,69.1000,119.902500,119.902500,306.950400,0,15,single,ublox_m8t_gej
1621218879.000000,22.2995293333,114.1792641667,71.6000,119.902500,119.902500,306.950400,0,15,single,ublox_m8t_gej
1621218880.000000,22.2995083333,114.1792441667,73.7000,81.902500,81.902500,209.670400,0,15,single,ublox_m8t_gej
1621218881.000000,22.2994870000,114.1792356667,76.9000,82.810000,82.810000,211.993600,0,15,single,ublox_m8t_gej
1621218883.000000,22.2986508333,114.1782311667,22.7000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218884.000000,22.2986216667,114.1781251667,17.5000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218885.000000,22.2985715000,114.1780506667,14.6000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218886.000000,22.2984808333,114.1780083333,13.9000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218887.000000,22.2984205000,114.1779550000,13.3000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218888.000000,22.2983650000,114.1778940000,13.0000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218889.000000,22.2983031667,114.1778346667,13.9000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218890.000000,22.2982475000,114.1777713333,14.4000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218891.000000,22.2981913333,114.1777050000,15.1000,34.810000,34.810000,89.113600,0,15,single,ublox_m8t_gej
1621218892.000000,22.2981366667,114.1776368333,15.9000,34.810000,34.810000,89.113600,0,15,single,ublox_m8t_gej
1621218893.000000,22.2980835000,114.1775668333,17.1000,64.000000,64.000000,163.840000,0,15,single,ublox_m8t_gej
1621218894.000000,22.2980278333,114.1774998333,17.0000,44.222500,44.222500,113.209600,0,15,single,ublox_m8t_gej
1621218895.000000,22.2979725000,114.1774341667,17.4000,39.690000,39.690000,101.606400,0,15,single,ublox_m8t_gej
1621218896.000000,22.2979176667,114.1773676667,17.7000,30.250000,30.250000,77.440000,0,15,single,ublox_m8t_gej
1621218897.000000,22.2978648333,114.1772953333,17.6000,30.250000,30.250000,77.440000,0,15,single,ublox_m8t_gej
1621218898.000000,22.2978058333,114.1772265000,16.2000,37.210000,37.210000,95.257600,0,15,single,ublox_m8t_gej
1621218899.000000,22.2977498333,114.1771576667,16.6000,37.210000,37.210000,95.257600,0,15,single,ublox_m8t_gej
1621218900.000000,22.2976950000,114.1770891667,16.9000,33.640000,33.640000,86.118400,0,15,single,ublox_m8t_gej
1621218901.000000,22.2976401667,114.1770206667,17.1000,33.640000,33.640000,86.118400,0,15,single,ublox_m8t_gej
1621218902.000000,22.2975830000,114.1769538333,17.1000,37.210000,37.210000,95.257600,0,15,single,ublox_m8t_gej
1621218903.000000,22.2975215000,114.1768861667,15.8000,37.210000,37.210000,95.257600,0,15,single,ublox_m8t_gej
1621218904.000000,22.2974601667,114.1768158333,15.3000,37.210000,37.210000,95.257600,0,15,single,ublox_m8t_gej
1621218905.000000,22.2973991667,114.1767435000,15.8000,37.210000,37.210000,95.257600,0,15,single,ublox_m8t_gej
1621218906.000000,22.2973401667,114.1766733333,15.7000,33.640000,33.640000,86.118400,0,15,single,ublox_m8t_gej
1621218907.000000,22.2972836667,114.1766038333,15.5000,33.640000,33.640000,86.118400,0,15,single,ublox_m8t_gej
1621218908.000000,22.2972238333,114.1765470000,14.0000,33.640000,33.640000,86.118400,0,15,single,ublox_m8t_gej
1621218909.000000,22.2971705000,114.1764758333,14.5000,34.222500,34.222500,87.609600,0,15,single,ublox_m8t_gej
1621218910.000000,22.2971350000,114.1763913333,13.9000,44.222500,44.222500,113.209600,0,15,single,ublox_m8t_gej
1621218911.000000,22.2971193333,114.1763061667,11.3000,32.490000,32.490000,83.174400,0,15,single,ublox_m8t_gej
1621218912.000000,22.2970985000,114.1762163333,7.8000,98.010000,98.010000,250.905600,0,15,single,ublox_m8t_gej
1621218913.000000,22.2970701667,114.1761381667,4.5000,98.010000,98.010000,250.905600,0,15,single,ublox_m8t_gej
1621218914.000000,22.2970488333,114.1760565000,2.2000,98.010000,98.010000,250.905600,0,15,single,ublox_m8t_gej
1621218915.000000,22.2970155000,114.1759831667,0.3000,98.010000,98.010000,250.905600,0,15,single,ublox_m8t_gej
1621218916.000000,22.2969763333,114.1759203333,-2.4000,102.010000,102.010000,261.145600,0,15,single,ublox_m8t_gej
1621218917.000000,22.2969341667,114.1758780000,-8.6000,122.102500,122.102500,312.582400,0,15,single,ublox_m8t_gej
1621218918.000000,22.2968915000,114.1758391667,-14.8000,122.102500,122.102500,312.582400,0,15,single,ublox_m8t_gej
1621218919.000000,22.2968476667,114.1758001667,-20.8000,122.102500,122.102500,312.582400,0,15,single,ublox_m8t_gej
1621218920.000000,22.2968041667,114.1757626667,-27.1000,122.102500,122.102500,312.582400,0,15,single,ublox_m8t_gej
1621218921.000000,22.2967613333,114.1757248333,-33.4000,122.102500,122.102500,312.582400,0,15,single,ublox_m8t_gej
1621218922.000000,22.2970525000,114.1760658333,-38.6000,146.410000,146.410000,374.809600,0,15,single,ublox_m8t_gej
1621218923.000000,22.2970988333,114.1761168333,-33.9000,102.010000,102.010000,261.145600,0,15,single,ublox_m8t_gej
1621218924.000000,22.2971153333,114.1761431667,-30.5000,103.022500,103.022500,263.737600,0,15,single,ublox_m8t_gej
1621218925.000000,22.2971515000,114.1761875000,-22.3000,44.222500,44.222500,113.209600,0,15,single,ublox_m8t_gej
1621218926.000000,22.2971715000,114.1762088333,-15.8000,28.090000,28.090000,71.910400,0,15,single,ublox_m8t_gej
1621218927.000000,22.2971781667,114.1762095000,-12.1000,28.090000,28.090000,71.910400,0,15,single,ublox_m8t_gej
1621218928.000000,22.2971803333,114.1762066667,-10.5000,28.090000,28.090000,71.910400,0,15,single,ublox_m8t_gej
1621218929.000000,22.2971831667,114.1762056667,-8.8000,28.090000,28.090000,71.910400,0,15,single,ublox_m8t_gej
1621218930.000000,22.2971868333,114.1762106667,-7.5000,50.410000,50.410000,129.049600,0,15,single,ublox_m8t_gej
1621218931.000000,22.2971876667,114.1762126667,-7.3000,48.302500,48.302500,123.654400,0,15,single,ublox_m8t_gej
1621218932.000000,22.2971896667,114.1762151667,-7.4000,48.302500,48.302500,123.654400,0,15,single,ublox_m8t_gej
1621218933.000000,22.2971930000,114.1762141667,-6.1000,50.410000,50.410000,129.049600,0,15,single,ublox_m8t_gej
1621218934.000000,22.2971925000,114.1762120000,-5.5000,48.302500,48.302500,123.654400,0,15,single,ublox_m8t_gej
1621218935.000000,22.2971923333,114.1762118333,-5.8000,48.302500,48.302500,123.654400,0,15,single,ublox_m8t_gej
1621218936.000000,22.2971905000,114.1762095000,-5.7000,48.302500,48.302500,123.654400,0,15,single,ublox_m8t_gej
1621218937.000000,22.2971896667,114.1762073333,-5.9000,48.302500,48.302500,123.654400,0,15,single,ublox_m8t_gej
1621218938.000000,22.2971896667,114.1762071667,-5.6000,50.410000,50.410000,129.049600,0,15,single,ublox_m8t_gej
1621218939.000000,22.2971908333,114.1762061667,-5.1000,50.410000,50.410000,129.049600,0,15,single,ublox_m8t_gej
1621218940.000000,22.2971910000,114.1762053333,-4.2000,50.410000,50.410000,129.049600,0,15,single,ublox_m8t_gej
1621218941.000000,22.2971900000,114.1762026667,-3.3000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218942.000000,22.2971896667,114.1762018333,-2.7000,26.522500,26.522500,67.897600,0,15,single,ublox_m8t_gej
1621218943.000000,22.2971865000,114.1761983333,-2.4000,56.250000,56.250000,144.000000,0,15,single,ublox_m8t_gej
1621218944.000000,22.2971836667,114.1761956667,-2.1000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218945.000000,22.2971811667,114.1761936667,-2.0000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218946.000000,22.2971788333,114.1761916667,-1.6000,56.250000,56.250000,144.000000,0,15,single,ublox_m8t_gej
1621218947.000000,22.2971763333,114.1761900000,-1.4000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218948.000000,22.2971766667,114.1761913333,-0.6000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218949.000000,22.2971775000,114.1761916667,0.1000,48.302500,48.302500,123.654400,0,15,single,ublox_m8t_gej
1621218950.000000,22.2971783333,114.1761910000,0.9000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218951.000000,22.2971798333,114.1761901667,1.8000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218952.000000,22.2971825000,114.1761895000,2.6000,50.410000,50.410000,129.049600,0,15,single,ublox_m8t_gej
1621218953.000000,22.2971850000,114.1761883333,3.7000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218954.000000,22.2971883333,114.1761870000,4.8000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218955.000000,22.2971910000,114.1761868333,5.4000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218956.000000,22.2971926667,114.1761846667,6.7000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218957.000000,22.2971953333,114.1761835000,8.1000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218958.000000,22.2971973333,114.1761805000,8.4000,60.840000,60.840000,155.750400,0,15,single,ublox_m8t_gej
1621218959.000000,22.2971976667,114.1761775000,9.0000,37.822500,37.822500,96.825600,0,15,single,ublox_m8t_gej
1621218960.000000,22.2971973333,114.1761753333,9.3000,75.690000,75.690000,193.766400,0,15,single,ublox_m8t_gej
1621218961.000000,22.2971965000,114.1761725000,9.7000,105.062500,105.062500,268.960000,0,15,single,ublox_m8t_gej
1621218962.000000,22.2971960000,114.1761695000,10.7000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218963.000000,22.2971946667,114.1761675000,11.5000,33.062500,33.062500,84.640000,0,15,single,ublox_m8t_gej
1621218964.000000,22.2971938333,114.1761668333,11.8000,39.690000,39.690000,101.606400,0,15,single,ublox_m8t_gej
1621218965.000000,22.2971936667,114.1761670000,11.8000,37.822500,37.822500,96.825600,0,15,single,ublox_m8t_gej
1621218966.000000,22.2971928333,114.1761656667,11.8000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218967.000000,22.2971925000,114.1761638333,11.8000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218968.000000,22.2971943333,114.1761483333,13.2000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218969.000000,22.2972001667,114.1761288333,13.6000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218970.000000,22.2972011667,114.1761218333,13.3000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218971.000000,22.2972023333,114.1761138333,12.7000,27.040000,27.040000,69.222400,0,15,single,ublox_m8t_gej
1621218972.000000,22.2972038333,114.1761025000,12.4000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218973.000000,22.2972058333,114.1760936667,11.7000,40.322500,40.322500,103.225600,0,15,single,ublox_m8t_gej
1621218974.000000,22.2972016667,114.1760796667,9.2000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218975.000000,22.2972020000,114.1760496667,8.8000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218976.000000,22.2972068333,114.1759995000,10.4000,25.502500,25.502500,65.286400,0,15,single,ublox_m8t_gej
1621218977.000000,22.2972165000,114.1759410000,9.3000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218978.000000,22.2972286667,114.1758456667,9.7000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218979.000000,22.2972310000,114.1758201667,8.4000,48.302500,48.302500,123.654400,0,15,single,ublox_m8t_gej
1621218980.000000,22.2972451667,114.1757786667,8.0000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218981.000000,22.2972583333,114.1757670000,8.4000,34.222500,34.222500,87.609600,0,15,single,ublox_m8t_gej
1621218982.000000,22.2972806667,114.1757728333,11.7000,36.000000,36.000000,92.160000,0,15,single,ublox_m8t_gej
1621218983.000000,22.2973045000,114.1757778333,4.8000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621218984.000000,22.2973283333,114.1757781667,0.2000,33.640000,33.640000,86.118400,0,15,single,ublox_m8t_gej
1621218985.000000,22.2973465000,114.1757768333,-4.3000,51.122500,51.122500,130.873600,0,15,single,ublox_m8t_gej
1621218986.000000,22.2973595000,114.1757645000,-7.4000,42.902500,42.902500,109.830400,0,15,single,ublox_m8t_gej
1621218987.000000,22.2973711667,114.1757536667,-9.6000,39.062500,39.062500,100.000000,0,15,single,ublox_m8t_gej
1621218989.000000,22.2974106667,114.1757331667,-15.5000,50.410000,50.410000,129.049600,0,15,single,ublox_m8t_gej
1621218990.000000,22.2974285000,114.1757236667,-19.6000,30.802500,30.802500,78.854400,0,15,single,ublox_m8t_gej
1621218991.000000,22.2974496667,114.1757125000,-23.5000,145.202500,145.202500,371.718400,0,15,single,ublox_m8t_gej
1621218992.000000,22.2974838333,114.1757056667,-27.8000,33.640000,33.640000,86.118400,0,15,single,ublox_m8t_gej
1621218993.000000,22.2975108333,114.1756986667,-32.0000,124.322500,124.322500,318.265600,0,15,single,ublox_m8t_gej
1621218994.000000,22.2975316667,114.1756960000,-37.9000,32.490000,32.490000,83.174400,0,15,single,ublox_m8t_gej
1621218995.000000,22.2975470000,114.1756985000,-46.6000,28.090000,28.090000,71.910400,0,15,single,ublox_m8t_gej
1621218996.000000,22.2975576667,114.1756933333,-49.9000,88.360000,88.360000,226.201600,0,15,single,ublox_m8t_gej
1621218997.000000,22.2975705000,114.1756861667,-54.0000,123.210000,123.210000,315.417600,0,15,single,ublox_m8t_gej
1621218998.000000,22.2975825000,114.1756780000,-57.8000,30.802500,30.802500,78.854400,0,15,single,ublox_m8t_gej
1621218999.000000,22.2975950000,114.1756723333,-61.3000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621219000.000000,22.2976093333,114.1756620000,-65.2000,44.222500,44.222500,113.209600,0,15,single,ublox_m8t_gej
1621219001.000000,22.2976206667,114.1756555000,-68.6000,41.602500,41.602500,106.502400,0,15,single,ublox_m8t_gej
1621219002.000000,22.2976358333,114.1756516667,-74.8000,28.090000,28.090000,71.910400,0,15,single,ublox_m8t_gej
1621219003.000000,22.2976511667,114.1756433333,-82.2000,89.302500,89.302500,228.614400,0,15,single,ublox_m8t_gej
1621219004.000000,22.2976690000,114.1756313333,-85.4000,34.222500,34.222500,87.609600,0,15,single,ublox_m8t_gej
1621219005.000000,22.2976810000,114.1756241667,-89.4000,25.000000,25.000000,64.000000,0,15,single,ublox_m8t_gej
1621219006.000000,22.2976916667,114.1756158333,-94.7000,51.122500,51.122500,130.873600,0,15,single,ublox_m8t_gej
1621219007.000000,22.2977063333,114.1756035000,-98.6000,29.702500,29.702500,76.038400,0,15,single,ublox_m8t_gej
1621219008.000000,22.2977186667,114.1755961667,-103.7000,31.922500,31.922500,81.721600,0,15,single,ublox_m8t_gej
1621219009.000000,22.2977335000,114.1755926667,-112.5000,29.702500,29.702500,76.038400,0,15,single,ublox_m8t_gej
1621219010.000000,22.2977495000,114.1755838333,-123.0000,29.702500,29.702500,76.038400,0,15,single,ublox_m8t_gej
